gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt
CCL4	2.61781322773792e-05	0.267001722782475	0.356	0.198	0.958145819484356	248	0.591616612939957	1.36212010901423	1.78854789888135	2.18060173315201	5.36041209448165	1.86743023767664	0.689550666846231	697	48	0.856546481224865	1.3467665500229	1.81073233320148	2.38134724362141	4.37315914066736	1.93213749459799	0.813903036768977	242
CCL5	6.81339526641963e-13	0.446872017155415	0.733	0.467	2.49377080146225e-08	511	0.696665656167622	2.67649721089194	3.21764784205915	3.6455464508752	4.5668252796802	3.10111052646722	0.716817497668477	697	113	0.752872925911363	2.55979565564398	3.1823604209544	3.56236837113335	4.55993799744629	3.00162132204849	0.802475743158096	242
CCND2	5.61966746184081e-08	0.287691898192892	0.456	0.314	0.00205685448770835	318	0.696665656167622	1.23848431451151	1.65583241716661	2.08071132751938	3.5852705591527	1.71796343824215	0.602365151592227	697	76	0.752872925911363	1.11556176463634	1.4089005041849	1.77419853148332	2.51406359662837	1.46892134197314	0.405845332105387	242
CCNH	4.46333235836156e-10	0.3143772448986	0.37	0.211	1.63362427648391e-05	258	0.628713677538096	1.11501054201186	1.50336888731406	1.98189998996141	3.6005638999278	1.59902848382432	0.567726131136852	697	51	0.792956928974258	1.00313702746819	1.23277142134787	1.5848613360945	2.94453372099503	1.32956306015946	0.44515622540934	242
CD27	1.95892797475188e-06	-0.263919636608942	0.088	0.227	0.0716987228038935	61	0.802550240535763	1.04748779585471	1.28776377828259	1.55200586334822	2.33395773696855	1.35728267307063	0.398997214812907	697	55	0.636323589319465	1.04405780286881	1.46685009979175	1.93799870281281	2.5855012251463	1.51081885582939	0.517064079560839	242
CD4	3.11330870694052e-06	-0.268494878555753	0.119	0.281	0.11395021198273	83	0.636952364785664	1.174071073376	1.55509256341837	1.88801375663394	2.93773767990245	1.55764467536367	0.488203777803656	697	68	0.752872925911363	1.123287853577	1.52460660615758	1.76520078185114	3.40577121032654	1.52310201143543	0.477799273242907	242
CD48	3.405002204061e-08	-0.285757642509059	0.484	0.674	0.00124626485670837	337	0.749973558692144	1.37776782710181	1.76137563002303	2.1091374238726	3.21008581938804	1.75429396526813	0.489070604859658	697	163	0.901403582437125	1.48402145515567	1.88883661405088	2.23732807414152	2.97735725141834	1.86035890490714	0.519028854431368	242
CD69	1.15936719722904e-10	-0.315459683567203	0.527	0.744	4.243399878578e-06	367	0.710697792693087	1.45281193978381	1.84134927991218	2.20400952547886	3.99819661146381	1.86000139293492	0.59530558503071	697	180	0.752872925911363	1.61500831806483	1.95459768067442	2.30704110897875	3.6681967103682	1.9671149785161	0.511231557272701	242
CD8A	3.3685620289569e-25	0.609086955355938	0.515	0.194	1.23292738821851e-20	359	0.786390344832843	1.75879015652978	2.13687409764906	2.46000273067866	3.647821574553	2.10397357229547	0.534252909516848	697	47	0.882706830565832	1.47420296151372	1.76357478287235	2.25357590224128	3.32151434820923	1.88495350063726	0.572443969595018	242
CD8B	2.85100138556234e-08	0.310094049061664	0.334	0.169	0.00104349501712967	233	0.802550240535763	1.39475362606587	1.75679940136079	2.18173130967845	2.9809015531368	1.7880512081686	0.494145143569661	697	41	0.810167085121941	1.31103918124792	1.68308252446732	2.10828955316312	2.76033056095764	1.70409051733503	0.507652724522884	242
CDK13	3.82977179044228e-07	0.276920251919761	0.527	0.368	0.0140173477301978	367	0.591616612939957	1.21503649003218	1.71347554011994	2.15482641051756	3.99688455166702	1.73192430841935	0.616381850496595	697	89	0.792956928974258	1.06885588883024	1.51704163256299	1.94702526325561	3.09142435139618	1.5716801286807	0.554219170937905	242
CEMIP2	4.61722728883442e-10	0.330316256651873	0.626	0.434	1.68995135998629e-05	436	0.773971485696695	1.39293243343045	1.84965459970694	2.32584434854338	3.88741336072512	1.87863655779867	0.632818608626679	697	105	0.754063096651859	1.23173906870366	1.70926277259295	2.00564269809515	2.75128570305625	1.68256545626072	0.508422052264362	242
CEP78	2.0969521252495e-09	0.294015139881549	0.242	0.112	7.67505447362569e-05	169	0.628713677538096	1.22321101789188	1.6996938709958	2.2029337810686	3.17537440290758	1.73637100331439	0.593269458880945	697	27	0.828619985063292	1.03002322086591	1.30965515079819	1.60737643639467	2.64236004223479	1.42529095797862	0.49745193070844	242
CHD1	7.18724009816415e-08	0.289502878806625	0.548	0.401	0.00263060174832906	382	0.591616612939957	1.31961480542943	1.75481898147977	2.19936075972399	4.02437004738549	1.80969519823964	0.653465346960356	697	97	0.780321093104586	1.15451872222323	1.50384410621182	1.95713651911897	2.75771487341657	1.57095680026826	0.509955776299973	242
CHST12	1.34762436731483e-10	0.329160123796796	0.376	0.194	4.93243994680903e-06	262	0.660432205235212	1.174071073376	1.56320586549439	2.00954848663315	3.62030479657114	1.6129263297745	0.547042905016589	697	47	0.735367284820731	1.0237043931364	1.45629018399845	1.6896347501497	2.62022784104085	1.43454184099456	0.419146103830424	242
CLTC	1.10762686697925e-07	0.255969705012737	0.278	0.149	0.00405402509583077	194	0.591616612939957	1.09674909941471	1.48593840185717	1.96712095815354	3.21983632440176	1.55022343073051	0.526775607425604	697	36	0.636323589319465	0.956310811149013	1.15286458322173	1.67888669877091	2.34549268838946	1.33609515073176	0.474638383596496	242
CMIP	2.24816238888737e-09	0.273257166359486	0.271	0.128	8.22849915956667e-05	189	0.591616612939957	1.06898144966356	1.4314382131363	1.87515212172843	2.99179833952829	1.51083664211975	0.508886627998855	697	31	0.752872925911363	0.958279425652729	1.23277142134787	1.5351842876024	2.15768756831102	1.29930675956679	0.39219339981523	242
CNOT2	7.33193003779757e-07	0.261927063416849	0.392	0.26	0.0268355971313429	273	0.610562818601218	1.11322293818554	1.527403801427	2.0189763459299	4.34590013938823	1.62798484030652	0.594052413795068	697	63	0.810167085121941	1.04154096776942	1.28303217841967	1.6014276438122	3.04166977568337	1.40495827439757	0.496744482875594	242
CNOT6L	1.50600476394288e-10	0.316089244936944	0.64	0.492	5.51212803650733e-06	446	0.591616612939957	1.38760829842765	1.84988062559708	2.28148492095396	3.88401538044124	1.84882432115442	0.612425504199313	697	119	0.754063096651859	1.1750506394153	1.51219837482584	1.76719747391368	2.97370936146655	1.53234954281646	0.44656586950399	242
CREM	4.00379629917027e-30	0.590464462960125	0.469	0.186	1.46542948345931e-25	327	0.696665656167622	1.41789519320965	1.90375129004809	2.34350583359236	3.79670209305155	1.90112298546511	0.635916248228963	697	45	0.828619985063292	1.08844986783152	1.34718181177226	1.57362248457613	2.29621992739132	1.37928211774076	0.349626007475464	242
CST7	1.17364513667187e-22	0.574811931413971	0.64	0.36	4.29565856473273e-18	446	0.818220922056648	2.05447253035063	2.47091048832956	2.88355060949143	3.93920682950738	2.45426602616463	0.568788112567763	697	87	0.780321093104586	1.58042042337984	2.13303872768881	2.47193962684084	3.18337596334891	2.01870205327383	0.617223193298784	242
CTSC	1.36085767603425e-07	0.259206126973334	0.353	0.198	0.00498087518005295	246	0.610562818601218	1.10491849499561	1.47876951076601	1.82110205144729	3.00537849705492	1.47801436483543	0.434681008683515	697	48	0.756695392498665	1.08049515257537	1.28021908772401	1.63581047755596	2.95052264812006	1.36837256022445	0.427698593125	242
CTSW	8.03630717128592e-10	0.358672023440201	0.591	0.364	2.94136878776236e-05	412	0.636952364785664	1.60069872819228	2.06974655489709	2.39497832958791	3.68015848876109	2.02572016761068	0.590794972609785	697	88	0.752872925911363	1.56623940198354	1.92848658288332	2.39599014812069	3.14937261910123	1.96273806857414	0.587863406434385	242
DENND3	8.7263387020285e-18	0.370184648958218	0.227	0.054	3.19392722832945e-13	158	0.758139319305658	1.10330084380753	1.66295730145336	2.15701118679634	3.34717417052776	1.70102788821699	0.630895165892838	697	13	0.735367284820731	0.994146717892255	1.26888679830406	1.64256384034015	2.23956666872002	1.34058565045024	0.452980681901111	242
DIP2A	2.00655820189498e-09	0.324967740853445	0.412	0.256	7.34420367475581e-05	287	0.610562818601218	1.12860429450189	1.75679940136079	2.22508086012796	3.32344673120776	1.75232897500471	0.645350568851344	697	62	0.752872925911363	1.09635074719603	1.35817040799063	1.7706179006172	2.70842361410132	1.46113004366896	0.483894926627254	242
DNAJB6	8.25260196935421e-12	0.35104534120969	0.561	0.376	3.02053484680333e-07	391	0.749973558692144	1.38094809634842	1.72348982996304	2.0826057449137	3.53806044810828	1.7511136329285	0.527653167199137	697	91	0.735367284820731	1.06648211991609	1.40615587362843	1.8492365255601	2.6108298331905	1.4737525169359	0.457741224987496	242
DUSP1	6.67840816508653e-07	-0.301127350089879	0.37	0.529	0.0244436417250332	258	0.680443770155239	1.174071073376	1.60768040413597	2.01629094581711	3.51901276355263	1.63846910461646	0.547651849395554	697	128	0.735367284820731	1.3818991123235	1.87295885364439	2.25537291281954	3.61716549251262	1.85162131270627	0.616876518966548	242
EEF1B2	5.2226927465158e-09	-0.260438700373615	0.621	0.806	0.000191155777215225	433	0.928306999357571	1.93806563406736	2.30024843335264	2.64094748433402	3.33863477823818	2.27407514946734	0.534666463357001	697	195	1.00444928471789	1.95349053967235	2.3557977852086	2.67841227510677	3.54478639710915	2.34563086622318	0.508801052126439	242
EEF1G	1.03360042032823e-10	-0.278700438803446	0.646	0.814	3.78308089844335e-06	450	0.822275796562545	1.65958538245891	2.01031843702188	2.34109508690571	3.4402012993611	1.99342558259093	0.520321653362027	697	197	0.932211374939665	1.82560124049067	2.25107932649266	2.56200059012028	3.4356822843176	2.17968028582178	0.511899427220893	242
EFHD2	5.80202401826247e-15	0.427867787400964	0.6	0.347	2.12359881092425e-10	418	0.636952364785664	1.42181933228228	1.87063161491779	2.31821325043082	3.39419918289782	1.88072723049493	0.582062084534843	697	84	0.735367284820731	1.2326861352167	1.61894600407897	2.07288309320052	3.07355205239854	1.67611633810137	0.554930820910768	242
EIF4G3	1.27510835075339e-09	0.269771864478009	0.23	0.087	4.66702407459247e-05	160	0.610562818601218	1.02865432525368	1.44318638634553	1.94497003929948	3.04166977568337	1.52613392242169	0.536592721731501	697	21	0.856546481224865	1.02313268707815	1.21866069032998	1.64864247193383	2.63572090390671	1.38324719646059	0.499011318393601	242
ENC1	9.17927914740597e-16	0.40702746239502	0.36	0.145	3.35970796074206e-11	251	0.645417389795651	1.21472677584932	1.61152116305733	2.07643588104472	3.59280042758595	1.67904645576051	0.580040138633901	697	35	0.850664351707425	1.130416416323	1.35866849729655	1.73241585126674	2.31546586854946	1.4532970282673	0.424794876618865	242
FAM133B	9.50854115307152e-14	0.369005874756086	0.71	0.517	3.48022114743571e-09	495	0.645417389795651	1.43378979816736	1.89842446852378	2.35662118787313	3.97186300578416	1.95132349702231	0.67333051017874	697	125	0.636323589319465	1.26980656922234	1.63465389905425	1.94112545093198	3.68758845560318	1.64049985160561	0.509926884376352	242
FAM177A1	1.64686069874193e-13	0.385777021948314	0.425	0.227	6.02767484346533e-09	296	0.610562818601218	1.22228180299833	1.69805167235216	2.15229375442317	3.21983632440176	1.70915398080299	0.58190073322323	697	55	0.792956928974258	1.07524564374904	1.25178169293692	1.66072765615353	2.64236004223479	1.41195745064286	0.461619913958671	242
FAM53B	9.78157452687117e-07	0.252700825801124	0.324	0.186	0.0358015409258012	226	0.591616612939957	1.11501054201186	1.50126431254756	1.92745381751208	3.26679106890241	1.56888114754288	0.52745843264095	697	45	0.756695392498665	1.01825024521029	1.31640896555967	1.78719078578184	3.36588081125865	1.43205663674864	0.52045665287198	242
FCRL6	2.44918736687969e-09	0.258373015313501	0.237	0.095	8.96427068151635e-05	165	0.788544643248152	1.06960973801972	1.42086570518498	1.81033167280907	2.66818720706047	1.47214613571875	0.441376520402734	697	23	0.754063096651859	1.02256247513217	1.1493376483457	1.78472072964628	2.07979162045113	1.34032517271748	0.423305128645506	242
FGFBP2	8.16657223278316e-13	0.442147336532933	0.385	0.161	2.98904710292097e-08	268	0.802550240535763	1.60648485277514	2.07400199859328	2.53117269116172	4.01975570523103	2.06501280735306	0.622383163565972	697	39	0.856546481224865	1.45833990607483	1.9650079517119	2.56002648842281	3.3437996085893	1.98848528697169	0.678590756331267	242
FLNA	3.5125314667274e-09	0.271198361333532	0.799	0.665	0.00012856216421369	557	0.660432205235212	1.7118617553295	2.19936075972399	2.70126326541856	3.98611936311256	2.19555062858932	0.673966476161014	697	161	0.780321093104586	1.51440788490678	1.90985136545765	2.28769161179561	3.40577121032654	1.92774169955921	0.621300264513848	242
FOS	1.43395162868791e-11	-0.501009702511179	0.231	0.471	5.24840635616061e-07	161	0.645417389795651	1.1424606489602	1.72804365484195	2.24085268065586	3.83079599281364	1.78865264071215	0.722672396676325	697	114	0.754063096651859	1.3778787463806	2.01115686432308	2.80089455280105	3.91682883733717	2.12261672208769	0.840360273949285	242
FOSL2	7.74617756902877e-23	0.523319249582614	0.498	0.207	2.83517845204022e-18	347	0.680443770155239	1.22013253937585	1.77467418506076	2.20508816563755	3.7795426193001	1.77591979790182	0.635513753125395	697	50	0.850664351707425	1.14479150751683	1.38013397374902	1.86701591506303	2.59347982111894	1.50487796638914	0.468457155836516	242
FXYD5	2.16437820326846e-13	-0.348047323141645	0.547	0.773	7.9218406617829e-09	381	0.696665656167622	1.31941391853724	1.69665472403622	2.07826118787386	3.63765918885287	1.73055020761489	0.538917392898602	697	187	0.794616640724805	1.51848019950371	1.91427468661584	2.27661868148984	3.32151434820923	1.91128149639361	0.545418249979884	242
FYN	1.19034878204354e-11	0.334536735955355	0.723	0.525	4.35679557715755e-07	504	0.628713677538096	1.55804762077334	1.94604167241238	2.35753069862725	3.92632668199551	1.97427048150632	0.564583779528783	697	127	0.794616640724805	1.40347295742241	1.7272826174809	2.06620773689709	3.43012420714973	1.76293249300863	0.497004533966667	242
GABARAPL1	2.21056411459938e-10	0.329526568441045	0.39	0.202	8.09088571584519e-06	272	0.591616612939957	1.14530279210124	1.57180618634649	1.99571000937941	3.41198937790146	1.60685383928541	0.545529543375449	697	49	0.636323589319465	1.11075818697022	1.36536507838226	1.69568501583596	2.55979565564398	1.45602180931769	0.460602599436938	242
GATA3	1.70513240868566e-06	-0.298178140555232	0.227	0.384	0.0624095512903038	158	0.710697792693087	1.06572731383972	1.41908776907616	1.84582669049833	3.00173715267589	1.51158840964657	0.517361534279858	697	93	0.636323589319465	1.23466912725005	1.65170237368734	2.07065390954384	3.03945721225531	1.69378362094072	0.57787930102347	242
GGA2	1.27160893027049e-13	0.336744901829912	0.287	0.103	4.65421584568303e-09	200	0.636952364785664	1.05256246873051	1.42253571690793	1.88634192850862	3.16880465833313	1.53298766873655	0.546482696756989	697	25	0.780321093104586	1.00764051046238	1.3563103964635	1.60927793163146	1.97777559024385	1.35651221455064	0.365244350252768	242
GNLY	2.19506394695842e-19	0.648186130166645	0.646	0.314	8.03415355226252e-15	450	0.610562818601218	2.58414086626434	3.21226238248898	3.74473826933459	5.50179461930105	3.16337839344233	0.892969020756931	697	76	0.784183664168466	2.20628533637069	3.10487831921204	3.88329349649247	5.57982945362799	2.997205265546	1.1144236312632	242
GPR183	1.84602890918892e-05	-0.251489889991103	0.146	0.289	0.675665041052235	102	0.758139319305658	1.09449596364191	1.5114815368889	1.8409030527332	2.86489207950685	1.51981462361366	0.477858189562416	697	70	0.792956928974258	1.14479150751683	1.5007380826307	1.99149034203652	2.85660845448946	1.57370164689253	0.500182236784874	242
GTF3C1	2.00749231383464e-10	0.294538690861029	0.255	0.107	7.34762261786616e-06	178	0.628713677538096	1.17608241448653	1.55105642155489	1.9697705634872	2.86229517162776	1.59715462645712	0.511967109700717	697	26	0.752872925911363	1.02290446975841	1.22709745051323	1.69750433777891	2.36930147343163	1.37653678400389	0.418663423564228	242
GZMB	9.70078399832315e-63	0.933854510689269	0.538	0.095	3.55058395122626e-58	375	0.758139319305658	1.83247660561038	2.29670230108052	2.81090836496591	3.97538270396457	2.28798224848954	0.69751386928636	697	23	1.13424157512388	1.37533453064948	1.64864247193383	1.94240516687447	2.91434821331261	1.76580432499482	0.482444992043425	242
GZMH	4.84197276729915e-30	0.730601400420647	0.61	0.219	1.77221045255916e-25	425	0.591616612939957	2.03053141664232	2.53698058623264	2.9357651347159	4.00897913460421	2.46575376340942	0.66063074370103	697	53	0.932211374939665	1.84134927991218	2.5346015616928	2.84483403817121	3.86553859218574	2.32295317203425	0.709865220786245	242
GZMM	1.17188535657981e-11	0.367862020375562	0.627	0.409	4.28921759361776e-07	437	0.610562818601218	1.59404407162777	1.99541556441968	2.34251110769296	3.38282970283622	1.96960712071426	0.534866862426611	697	99	0.735367284820731	1.36542357149509	1.85623049348733	2.16342614228444	3.10469857512826	1.78904826463283	0.51830979579438	242
IGLC1	1.32182168585582e-07	-0.312349604852376	0.06	0.223	0.0048379995524009	42	0.853672077995227	1.23952942733293	1.68451201530183	2.0334115090634	2.98019157934228	1.65159750872566	0.520797253284834	697	54	0.754063096651859	1.16095541924225	1.64224912550628	2.01798589135412	2.71630231094652	1.63712155526214	0.518213766312537	242
IL7R	1.5195356904416e-11	-0.363457853897838	0.449	0.744	5.56165258058529e-07	313	0.645417389795651	1.81677455236437	2.28030177939801	2.80068714681371	4.13881421692129	2.28524969828484	0.678104360400179	697	180	0.754063096651859	1.69169931933607	2.12976408489399	2.57844065440939	3.88359147756969	2.16019688535613	0.625724873466657	242
IQGAP2	4.45919427357006e-07	0.257930663309368	0.471	0.335	0.0163210969606938	328	0.591616612939957	1.21503649003218	1.55804762077334	1.95089811949327	3.13664276123152	1.61844231581528	0.508784461564059	697	81	0.780321093104586	1.10222529942298	1.34908076477946	1.64762556764427	2.59922443837022	1.41381512631571	0.402242522969215	242
ITGAL	9.72150178178977e-09	0.301799762402636	0.551	0.376	0.000355816686715288	384	0.636952364785664	1.24610697616712	1.67298880874112	2.13419807013983	3.86553859218574	1.72110853955985	0.597624630989256	697	91	0.752872925911363	1.21924872378394	1.44367748901215	1.86104571653324	2.64236004223479	1.5436654286379	0.454550622958857	242
JMJD6	1.64044823511894e-08	0.283184729626277	0.33	0.161	0.000600420458535882	230	0.610562818601218	1.08701489985328	1.50823700155165	1.89842446852378	2.92713699003861	1.52688944362784	0.492189235245547	697	39	0.792956928974258	1.05618579350946	1.49626999036477	1.66524864380033	2.44415223437414	1.46334043818744	0.451233953331158	242
JUNB	1.02693232811159e-33	-0.402371931950582	0.813	0.967	3.75867501412122e-29	567	0.875375414597078	2.09438912048117	2.59999329004476	3.16384788548965	4.66156780914517	2.63122906414564	0.742282713319652	697	234	0.865373927159306	2.69738219640445	3.34637754265501	3.86325382005964	4.83247365520896	3.25840817372612	0.787271568006356	242
KLF2	2.20205016754829e-29	-0.424412431071493	0.716	0.934	8.05972381824349e-25	499	0.811208094340772	1.73567223619723	2.21157459936603	2.72369892930578	3.98731697091464	2.21640240942738	0.677234109798146	697	226	1.09847897310999	2.14316045332131	2.68543456890871	3.08013066643107	4.53803563696792	2.64649904880421	0.673290625972836	242
KLRD1	3.7703881053001e-26	0.612202712445873	0.499	0.182	1.37999975042089e-21	348	0.773971485696695	1.63404961461737	2.05269735114574	2.44690629138684	3.84382636948623	2.03941385383217	0.560515222693184	697	44	0.754063096651859	1.35269558062148	1.73809201543021	2.0586106540369	3.8349228241777	1.76181139584124	0.675148673510936	242
KLRK1	8.33483450374127e-10	0.313466876451844	0.366	0.194	3.05063277671434e-05	255	0.775232716324986	1.24180068839352	1.58416481750379	1.90569929952006	3.0228775895135	1.60399889671436	0.468106893750559	697	47	0.636323589319465	1.06660769688011	1.35866849729655	1.66586249820058	2.67407416985252	1.42589593761317	0.465739346171075	242
LDHA	8.9097313346885e-09	0.298382542534502	0.538	0.376	0.000326105076580934	375	0.710697792693087	1.3387118662376	1.7000594688291	2.10046912069691	3.34893967404526	1.73275478006167	0.525461906762496	697	91	0.756695392498665	1.1572872822229	1.51302604615889	1.77018079501697	2.64236004223479	1.51912406007118	0.424362176461068	242
LDHB	1.73387862228439e-07	-0.28871523750295	0.383	0.55	0.00634616914542311	267	0.786390344832843	1.07740435330127	1.43313713463297	1.76057808146185	3.34259945289572	1.49251809118975	0.47856143459311	697	133	0.828619985063292	1.31103918124792	1.67281284037323	1.96729730943955	3.08542793606403	1.67391454148424	0.476606208071508	242
LEF1	1.21110609712494e-07	-0.32237616780988	0.098	0.256	0.00443276942608698	68	0.636952364785664	0.99320051859154	1.24174104674312	1.85163114921968	2.85147000782561	1.41861901635563	0.539111173312383	697	62	0.754063096651859	1.15451872222323	1.58025957847001	2.19420805070592	2.70711736521367	1.65279889286845	0.543373027213874	242
LITAF	2.80968492662349e-11	0.340326327130011	0.644	0.455	1.02837277999346e-06	449	0.610562818601218	1.50167084358283	1.87421768819367	2.21921239714788	3.35425633554896	1.8612150968207	0.520505674619639	697	110	0.780321093104586	1.18169253393427	1.52335402414107	1.97777559024385	3.03222506854499	1.62115399990586	0.514074415166536	242
LPCAT1	1.89932562910803e-12	0.334585528942658	0.281	0.103	6.95172173509829e-08	196	0.710697792693087	1.11874840209226	1.52966697670554	1.97538223472908	3.33143340102506	1.58113970864614	0.537304210691613	697	25	0.636323589319465	1.02290446975841	1.15377540045902	1.81720613488922	3.04166977568337	1.40945234220682	0.567753950472962	242
LTB	6.19406545524056e-33	-0.826629274603241	0.294	0.723	2.2670898972726e-28	205	0.645417389795651	1.41848813100786	2.25527195914297	2.94995055472783	4.06234159898052	2.19956735303518	0.864431753332747	697	175	0.886883238670189	2.15715514453052	2.74037240642779	3.12942891985493	4.72593520581753	2.65632167352507	0.737217576598643	242
MAP2K3	7.12402054373252e-08	0.258365554419171	0.242	0.112	0.00260746275921154	169	0.610562818601218	1.1522919351259	1.61152116305733	2.00675659933433	3.04579316665736	1.61277863555152	0.523581484358075	697	27	0.792956928974258	1.14479646032141	1.31760907152904	1.93570560286741	2.56200059012028	1.46063249805518	0.453085295041695	242
MBP	5.43089551023219e-07	0.263640057499929	0.555	0.401	0.0198776206570008	387	0.591616612939957	1.37633317377653	1.71148987556376	2.09129992181694	3.45329754248826	1.72851014355155	0.537895617246831	697	97	0.754063096651859	1.16276595123645	1.57392569303943	1.86794120897432	3.2816300907793	1.57780212751509	0.48033504486081	242
MEF2D	9.543858934317e-14	0.348042571520597	0.313	0.124	3.49314780854936e-09	218	0.636952364785664	1.0667262776852	1.50262318273509	1.98315971203179	3.39419918289782	1.54260396893233	0.532780941539752	697	30	0.780321093104586	1.02290446975841	1.16922736901985	1.56999486775314	2.29621992739132	1.32864787935969	0.429135135059419	242
METRNL	2.93629780653723e-49	0.760076719090422	0.478	0.124	1.07471436017069e-44	333	0.773971485696695	1.54937172913617	2.05003712684312	2.4743094382533	3.47993253736524	2.03873363041466	0.626639098644715	697	30	0.84767899426509	0.972673863995689	1.31334248706368	1.56459081481167	2.62022784104085	1.33579941504077	0.430576496574858	242
MIAT	9.59873817928781e-08	0.278331688928793	0.35	0.207	0.00351323416100113	244	0.628713677538096	1.1018247379532	1.61306569106143	2.07704913997424	3.48455949877421	1.63636541955449	0.579479550548563	697	50	0.756695392498665	1.09502519833315	1.36315951637471	1.70519823854357	2.70842361410132	1.43689955239103	0.438113010882411	242
MIDN	1.7349099401318e-17	0.450697145413661	0.494	0.227	6.34994387187639e-13	344	0.591616612939957	1.17507674393126	1.66826597378943	2.10962188219208	3.89878661841806	1.69147281302694	0.57963477334785	697	55	0.756695392498665	1.0992880233095	1.43119589310499	1.74687226500018	2.66382902245584	1.50706568264526	0.487565835788362	242
