gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt
BASP1	1.95623866100169e-13	0.459443638629475	0.596	0.305	7.16002912313227e-09	271	0.388591179388815	1.05645401325173	1.41047304471184	1.81423503950018	3.36768211680924	1.43797942782478	0.545313960759552	455	40	0.476151976063802	0.703758593886019	1.0582310659863	1.42069403172594	2.83849961680917	1.14672969980677	0.537945655827348	131
BRAF	2.77394574213818e-09	0.306590480810441	0.418	0.183	0.000101529188107999	190	0.345402439014846	0.591508531561145	0.969242638025586	1.41446740078884	3.04072087450608	1.07937540542822	0.596096395838565	455	24	0.398151294673874	0.759855985947522	0.965397547556756	1.14415066249553	1.4584385360871	0.944219536517236	0.273589081873941	131
C15orf48	2.24197645202553e-19	0.542409747992695	0.422	0.16	8.20585801205866e-15	192	0.355525840134516	1.05430995449585	1.57773263890119	2.18007124767549	3.42966097451189	1.63374339017899	0.738858280578739	455	21	0.544044467029992	0.739405929047696	0.847183590996992	1.10491849499561	1.94368488281696	0.99799317575541	0.427316169652557	131
C3AR1	2.4878972933008e-09	0.334005768694838	0.538	0.282	9.10595288321025e-05	245	0.345402439014846	0.773028385178031	1.06224698136352	1.4314382131363	2.77212009670986	1.13377735935102	0.489419283317857	455	37	0.459271515176396	0.625503742748371	0.862436431884645	1.23987823934816	2.31574019311609	0.983050471258429	0.446533588436649	131
C9orf72	2.27150501035731e-06	0.254316461782267	0.615	0.412	0.083139354884088	280	0.387599813273035	0.652948010798594	0.964224212238541	1.32699545416245	3.05345505629687	1.07182957877238	0.534310850778904	455	54	0.489458598593586	0.661156638426923	0.869423135728092	1.12103842107813	1.78471105495709	0.949439441156649	0.364665015101875	131
CBX6	9.63639382228931e-05	-0.255860365903385	0.462	0.611	1	210	0.349191310844643	0.650788898724319	0.948510700193324	1.3231079728564	2.47165821056846	1.02574237584336	0.467166935539045	455	80	0.447012800242703	0.76936196648113	1.16143444089863	1.50230706141959	3.1742761809063	1.24340796205274	0.571150751871772	131
CCL3	8.19696920535092e-05	-0.337318096792303	0.18	0.382	1	82	0.345402439014846	0.59447745768197	0.934011269246838	1.74799617484276	3.9239285121665	1.17333032786511	0.732879287057298	455	50	0.476151976063802	0.773342483931477	1.13209516676448	1.67267226084642	4.38020101641426	1.39007301153252	0.847837550796801	131
CCL7	1.90264039986695e-12	0.354806064373115	0.198	0.053	6.96385412755301e-08	90	0.34022838088135	1.01352989079481	1.68917685221483	2.33048195805402	3.60956862577563	1.69888794898246	0.813652745853892	455	7	0.398151294673874	0.583726871413992	0.626029631749532	1.0824588853208	1.50602481706067	0.837511036707665	0.449826611701164	131
CCRL2	6.95061977275101e-15	0.282707478383718	0.312	0.069	2.5439963430246e-10	142	0.349154361207998	0.565507331575304	0.774091728106514	1.14850364849188	2.59980101280192	0.891700143508345	0.452136063628999	455	9	0.489458598593586	0.592880572209346	0.710013753214766	0.88940934573733	1.07434777942184	0.739615953955495	0.206252073365614	131
CD109	6.44042279578117e-12	0.329178053089974	0.279	0.076	2.35725914748387e-07	127	0.331562759144625	0.7866413592534	1.09006372158314	1.51393287182682	3.53181154395394	1.23732606372969	0.623684339164389	455	10	0.5107456365639	0.640667211770496	0.738329888373082	0.995973516099785	2.2269234554063	0.928734020724419	0.508100281829408	131
CD48	8.19676465458151e-07	-0.270419667081021	0.666	0.794	0.0300009783122338	303	0.377426539976682	1.0026671551528	1.33591546712642	1.69394159547243	2.54589578783887	1.35119860083517	0.487534105697907	455	104	0.626029631749532	1.29761023951756	1.6365533163677	1.95362115241043	2.60384787046649	1.62675705486679	0.472982600553076	131
CD52	2.74286318503014e-09	-0.283598980078969	0.769	0.939	0.000100391535435288	350	0.331562759144625	1.49896467357776	2.1192835967054	2.62332257220025	3.57324508245085	2.06735577577202	0.734882403801633	455	123	0.640667211770496	1.92447445421933	2.38202478234421	2.70170925630865	3.87970658531146	2.29298211108113	0.692462153436884	131
CD55	1.94312633386397e-10	0.318450489152006	0.833	0.71	7.11203669457553e-06	379	0.357452366928186	1.15683043184744	1.57483615925675	2.01721705369764	3.32912389846286	1.59850636673266	0.582237197613964	455	93	0.489458598593586	0.88940934573733	1.20572565315335	1.48434983277213	2.65471659610033	1.22506687458394	0.440968418640407	131
CD58	7.12114017422162e-08	0.293535424576715	0.563	0.313	0.00260640851516686	256	0.349154361207998	0.66240639160661	0.955532786131161	1.30687978745053	3.36049766367365	1.06427722527809	0.522729812114691	455	41	0.459271515176396	0.702630250687765	0.88940934573733	1.18090978872874	1.921954887492	0.972796277281166	0.361956873149258	131
CD82	1.44476208316877e-07	0.258850954707468	0.391	0.176	0.00528797370060603	178	0.281486063717081	0.650788898724319	0.860001414107193	1.22891008542854	2.84229485571925	0.99229085271414	0.47299299065052	455	23	0.520253504281453	0.671656470541756	0.754540268793794	1.16714459229193	1.78162347859569	0.912368275240066	0.352276584995002	131
CD83	4.03585076240028e-08	-0.307309029037802	0.637	0.817	0.00147716173754613	290	0.377426539976682	0.997915703778883	1.33607048781843	1.85486502345797	3.44411501536749	1.41392939573669	0.57527303720468	455	107	0.623409275797992	1.31590987270925	1.57910175768955	1.94471181144501	3.10313026977292	1.65589206329385	0.514647761259585	131
CD93	4.35327596597579e-11	0.39131412769613	0.708	0.466	1.5933425363068e-06	322	0.359569927272866	1.02519163010764	1.41602775148607	1.87215835312442	3.66732734095615	1.45524086268502	0.599182886219753	455	61	0.476151976063802	0.828765373524396	1.12432486493893	1.38569466095199	2.43793040895244	1.1760750657611	0.456580162044548	131
CDC42EP3	1.649121982053e-10	-0.38843179491257	0.501	0.748	6.03595136651217e-06	228	0.349154361207998	0.7755351110957	1.09046817036844	1.51068694442058	3.25011819667404	1.17990489710206	0.538622363506829	455	98	0.555669541051082	1.11533206360915	1.42170593279943	1.76217453073825	2.95828168230784	1.44754588549968	0.459150805120055	131
CDC42SE1	1.29562296748919e-09	0.323840838331959	0.67	0.397	4.7421096233072e-05	305	0.34022838088135	0.777132673407159	1.05836115802931	1.3936137675001	2.86385240896794	1.10717644767609	0.462645329722357	455	52	0.398151294673874	0.736523690326286	0.947003491467562	1.15454402058564	1.8467254912217	0.987266300451649	0.355892774517077	131
CEBPD	1.50401418737327e-15	-0.313474736595257	0.846	0.954	5.5048423272049e-11	385	0.357452366928186	1.59171059066035	2.00798377182378	2.44548768081694	3.85191092505096	2.00844651342738	0.603910932419363	455	125	1.23987823934816	2.13320271857129	2.53305874580974	2.84026871364874	3.44444856886813	2.46762571071568	0.530957001321575	131
CERK	3.21352034707689e-08	0.292409008901456	0.47	0.229	0.00117618058223361	214	0.331562759144625	0.623168537781704	0.841862019772152	1.28291910427001	3.36049766367365	1.01366193046391	0.547996225728264	455	30	0.476151976063802	0.623409275797992	0.748034638586996	0.989239731520323	2.0279485364382	0.898773608676745	0.426007551892666	131
CHCHD10	2.2990366034482e-05	-0.251625892131041	0.477	0.649	0.841470387228076	217	0.355525840134516	0.68208376101569	0.903407154342428	1.22516071812437	2.37813178367953	0.996545763663935	0.425754775940974	455	85	0.497889034374172	0.784183664168466	1.10755833608975	1.45983260753833	2.38436936776056	1.16572527331648	0.466692407421301	131
CLU	5.21691464734158e-21	0.544353033370912	0.571	0.237	1.90944293007349e-16	260	0.331562759144625	0.979878375899045	1.46282149984204	1.78299178562424	3.03977296311031	1.41718987085433	0.538270700416848	455	31	0.514830790132856	0.682435764263545	0.884288925185655	1.25562373406538	2.05863533509489	1.01839132031836	0.435574525435042	131
CMPK2	1.66859735340676e-06	-0.303075469260952	0.248	0.435	0.0610723317320408	113	0.355525840134516	0.536744274226186	0.707604278926829	0.971039901817537	2.3719407104721	0.811224554807804	0.373886530903899	455	57	0.526672769531561	0.791304493255571	1.0335765970643	1.38434752411412	2.2269234554063	1.10853212508714	0.398342707171797	131
COMT	3.83629357843445e-06	-0.26304519356212	0.587	0.71	0.140412181264279	267	0.387599813273035	0.745821788366627	1.01336218407497	1.31896658778649	2.3719407104721	1.06819233579605	0.427264670608384	455	93	0.398151294673874	1.0627426507291	1.31851079040145	1.58339518249613	2.24206913044504	1.34128479458	0.426113136589767	131
CPEB4	1.0844233044729e-14	0.450038054679991	0.666	0.366	3.96909773670127e-10	303	0.331562759144625	0.897963169600603	1.20099439557168	1.61091169068688	3.34102111526854	1.31798736635524	0.590741175925289	455	48	0.447012800242703	0.669035176539688	0.879747047267826	1.29372918714196	2.0752093313443	1.02211452153275	0.459044584664806	131
CREM	2.31242515104056e-12	0.347704673054805	0.424	0.191	8.46370729532356e-08	193	0.281486063717081	0.681118067793261	1.03003102451358	1.49202669897634	2.37458837341891	1.11622783799932	0.494967322913732	455	25	0.398151294673874	0.548048418472795	0.731486310955894	1.07434777942184	1.69423300438744	0.827434149925633	0.359805622733985	131
CRIP1	1.00568791511215e-05	0.25594083477253	0.811	0.725	0.368091833810197	369	0.357413629627218	1.43895699360135	1.98711441365673	2.53762406166727	3.9758793825556	1.97635462806038	0.76199118386782	455	95	0.526672769531561	1.2182985169673	1.58024904079575	2.00864733495009	4.09369127595402	1.62673396792948	0.65569714896136	131
CRK	6.1289795363813e-16	0.429680164473936	0.532	0.183	2.24326780011092e-11	242	0.355525840134516	0.721451694455864	1.03420144563118	1.35588266070187	2.9563788501733	1.1205862908791	0.524960525725497	455	24	0.505600786040845	0.737827186517951	0.951377011726173	1.34730722321575	1.65889626189794	1.00933064856388	0.344679070588544	131
CSF2RA	2.58146814930407e-07	0.303133043011563	0.607	0.359	0.00944843157326781	276	0.345402439014846	0.742364601366159	1.03924040040683	1.51400162907042	3.63946235574221	1.1561018385151	0.566691107536378	455	47	0.398151294673874	0.70506507805799	0.993075510529814	1.28416184084704	2.69544810697013	1.05601080460518	0.473332440970527	131
CSRNP1	2.4003331374967e-17	-0.439054764620673	0.657	0.878	8.78545931655168e-13	299	0.349154361207998	0.793770461465552	1.19896782955741	1.57162881031715	3.00720467471623	1.23548918212254	0.50312515546549	455	115	0.505600786040845	1.37603522237457	1.65889626189794	1.90357832833898	3.25091294312421	1.65904300688797	0.467965711333482	131
CSTA	2.52668507976072e-07	-0.259890187894043	0.688	0.832	0.00924792006043223	313	0.42921374133058	1.11400137345172	1.4314382131363	1.79301056409911	2.62003100279391	1.4556111012957	0.486814594291736	455	109	0.661474096040382	1.392703431126	1.64539374015692	1.92120816805698	2.79742689557972	1.67820687626407	0.421466122053575	131
CTSB	1.17442564879776e-12	0.343472788757354	0.895	0.786	4.29851531716469e-08	407	0.487317552657364	1.51573688236181	1.86102985371767	2.20434218812183	4.23737826044201	1.88998535049278	0.563795684953198	455	103	0.476151976063802	1.05517742036236	1.44130862448212	1.79543456933953	2.97576684230829	1.425198924638	0.534170585870789	131
CTSL	9.15137023538197e-13	0.463987160782997	0.705	0.435	3.34949301985216e-08	321	0.403706209455084	1.09061012970501	1.62323272112313	2.1351249179267	3.8247363279608	1.63723687293055	0.69466203470987	455	57	0.548048418472795	0.921421269761609	1.12432486493893	1.50547893870156	3.34629267128739	1.29247883762378	0.576406806628165	131
CYP1B1	4.69193282586503e-08	0.373249857454937	0.554	0.344	0.00171729433359486	252	0.377426539976682	1.02169660429427	1.52716666964182	2.10095831455192	3.72961636525243	1.60875275901011	0.752287042563262	455	45	0.447012800242703	0.869860509635282	1.45490401742683	1.75521459864998	2.30024843335264	1.33891167704534	0.517976197052147	131
CYTOR	1.84997767440277e-12	0.378953572789421	0.598	0.328	6.77110328608159e-08	272	0.349191310844643	0.750430990788101	1.088975397096	1.52512258615446	2.99329722025015	1.18460495260881	0.552111383957936	455	43	0.497889034374172	0.740986201227317	0.903087107753948	1.16424801956599	1.47702608857088	0.955283527828937	0.28592500580215	131
DOCK10	6.54064284925853e-09	0.318652138656947	0.523	0.26	0.000239394068925711	238	0.331562759144625	0.629245157652617	0.896610370748422	1.37125982501303	2.64539472268028	1.07542132093613	0.581692629673045	455	34	0.5107456365639	0.682156302656588	0.848068801083629	1.16739607477982	1.97884935681483	0.974270642955059	0.368270961605289	131
DOK3	1.06008842784558e-12	0.377189489489947	0.624	0.321	3.88002965475762e-08	284	0.331562759144625	0.720895539635194	1.03391726010193	1.34765682848553	2.97224259794176	1.10023721531746	0.500708754326071	455	42	0.398151294673874	0.661156638426923	0.915355138398169	1.11763460137721	1.97884935681483	0.931606656474227	0.345623821228942	131
DSE	4.73003797760368e-20	0.539311197511384	0.714	0.412	1.73124120018272e-15	325	0.345402439014846	0.977129092830256	1.4314382131363	1.95837141844793	3.78065843969148	1.53098896311656	0.732540708661606	455	54	0.398151294673874	0.784183664168466	1.06547789229375	1.36596280044439	1.89409452062965	1.06881379183423	0.374918101098293	131
DUSP1	6.85421863799171e-21	-0.371020365258633	0.853	0.962	2.50871256369135e-16	388	0.388591179388815	1.32282217684265	1.89294300173571	2.33863806064588	3.51816565850026	1.85613709381066	0.669196692497454	455	126	0.92379591175871	2.02394792501061	2.5074771851217	2.82761816041016	3.42645704842139	2.43313882987995	0.527059987160215	131
DUSP2	7.67842090005755e-07	-0.326989620095285	0.51	0.718	0.0281037883363006	232	0.357452366928186	0.862555109797315	1.2519436048818	1.82025904921891	2.9997204940347	1.33679966153012	0.60514242163387	455	94	0.459271515176396	1.09535625549046	1.50203655999561	1.89409452062965	3.25091294312421	1.5460979835734	0.589825111227047	131
E2F3	1.54952327900462e-07	0.255032184951656	0.393	0.183	0.00567141015348482	179	0.331562759144625	0.596032510091755	0.838705382422962	1.20829808073854	2.86385240896794	0.978111035543075	0.479113966709194	455	24	0.447012800242703	0.555730948918002	0.767835314137433	1.22252896018684	1.49084809980778	0.875597358316975	0.350242286095542	131
EIF2AK2	1.00011543889613e-06	-0.283134331068426	0.585	0.756	0.0366052251790371	266	0.331562759144625	0.845928778598911	1.20593489923318	1.5155986593799	2.70451070411338	1.21403764120092	0.484878955016451	455	99	0.398151294673874	1.03033175758799	1.42483301581503	1.81408821175082	2.70353520553434	1.42972444144743	0.493467789492926	131
EIF3K	3.96344972097813e-08	-0.266957643383782	0.686	0.847	0.00145066223237521	312	0.389679940838381	1.08789526615926	1.37014293410616	1.73820663801036	2.62003100279391	1.40430750440562	0.434729022294215	455	111	0.536626269710724	1.33560581878493	1.62456795691685	1.87023690945753	2.68444126720419	1.607356783509	0.417401356656793	131
ELK3	5.87956524365988e-07	0.260193822081549	0.444	0.252	0.0215197967483195	202	0.331562759144625	0.642755193128408	0.93141597849711	1.27517113470008	2.82795832328288	1.03129725123621	0.500123226136023	455	33	0.398151294673874	0.548048418472795	0.690706150130221	1.17965979520657	2.06763174829063	0.862495729070483	0.41271279364803	131
ELL2	4.94111945941815e-06	0.254955034477984	0.422	0.229	0.180849913334164	192	0.331562759144625	0.676251646585905	1.03112293272007	1.41974614603538	3.52325974693791	1.11164633342964	0.529014124966857	455	30	0.497889034374172	0.739291529911444	0.845365789104043	1.25437243968455	2.12423354582547	1.00921159481886	0.424200113252638	131
EPB41L3	2.59025917357229e-08	0.309155715481453	0.495	0.282	0.000948060760119195	225	0.34022838088135	0.687151572578946	0.988179910912323	1.4314382131363	3.4838703799413	1.13805265458862	0.611638384523898	455	37	0.447012800242703	0.625503742748371	0.791304493255571	1.22660628984664	1.90310356926654	0.925271167940178	0.3979105121932	131
EPN1	1.20980520896102e-07	0.273795859955099	0.567	0.366	0.00442800804531822	258	0.281486063717081	0.657730165735909	0.984493264832857	1.26099317150484	3.14937261910123	1.06189950665623	0.506650740253067	455	48	0.459271515176396	0.63067965655751	0.86743822548332	1.09490137861634	1.57362248457613	0.887492594155943	0.311421908638816	131
EREG	3.48516571806187e-05	-0.334200069661146	0.437	0.618	1	199	0.345402439014846	1.00086319343826	1.49889716684833	2.04916805344976	4.17547382314225	1.56184256450534	0.767764142566831	455	81	0.398151294673874	1.10491849499561	1.85214172938703	2.47959523491972	3.42404017286771	1.8143287812611	0.777779781581494	131
FAM133B	2.69415726719482e-11	0.412954918970882	0.76	0.481	9.86088501365978e-07	346	0.355525840134516	0.842790063559365	1.28325849627119	1.97652478487492	3.66106407752679	1.47484554945792	0.785959842741348	455	63	0.447012800242703	0.873798226668703	1.11763460137721	1.4870414338797	2.95828168230784	1.23399236975841	0.508644626339036	131
FAM20A	8.1011688223626e-09	0.259132498415868	0.314	0.092	0.000296510880067294	143	0.357413629627218	0.618472734202405	0.812600502223491	1.09338739853568	2.78557438458745	0.947331084825761	0.490680826718789	455	12	0.459271515176396	0.55688578465488	0.810810376554312	1.03996721167899	2.31574019311609	0.921068459075005	0.514451135741358	131
FAM214B	3.72910690833197e-13	0.368196482568666	0.499	0.191	1.36489041951858e-08	227	0.331562759144625	0.662680266555395	0.961325654976213	1.36566924406299	2.6237786154663	1.04291714887329	0.488810573341076	455	25	0.505600786040845	0.660477434118153	0.883955351231219	1.159676740181	1.56954282318633	0.93200076244724	0.3332451550159	131
FBXO34	3.28399212840561e-08	0.275636849356724	0.409	0.183	0.00120197395891774	186	0.357452366928186	0.59758756250154	0.907144177955315	1.27020560511028	2.49923552910386	0.985333985481262	0.481094169419624	455	24	0.459271515176396	0.546046442751393	0.711842655518393	0.986196128665691	1.90618529968292	0.866944018441721	0.441822299910726	131
FNIP2	1.09929363489865e-06	0.26532125366215	0.418	0.221	0.0402352463309255	190	0.281486063717081	0.597661144940576	0.818790200102791	1.29167334871984	3.28492348945209	1.06802655833238	0.643890150647045	455	29	0.447012800242703	0.607921511545942	0.806442653022431	1.11763460137721	2.1069137174872	0.917372140065624	0.417656925702619	131
FOS	4.92674345235001e-49	-0.699599337635824	0.752	0.977	1.80323737099463e-44	342	0.349154361207998	1.07508894031942	1.72827172904121	2.9104613516975	4.59681073561011	2.00744303870882	1.08996510056218	455	128	1.30346795599205	2.83909386800645	3.19250959548234	3.59835010695917	4.30602594729745	3.14663445307725	0.61994449962086	131
FOSL1	7.62668365388695e-08	0.252605008533301	0.413	0.198	0.00279144248415916	188	0.331562759144625	0.638277507335637	0.869635182025771	1.14396550094238	2.70842361410132	0.952089975173221	0.424939541379793	455	26	0.447012800242703	0.623409275797992	0.828220822823744	1.11427640165924	1.32203090531207	0.854441173232535	0.275116793911076	131
GADD45B	1.2364044679635e-07	-0.306082479538607	0.637	0.802	0.0045253639931932	290	0.357452366928186	0.853439914245068	1.27661531934348	1.70137722457899	2.97816615220582	1.3360599322977	0.584595481497812	455	105	0.526672769531561	1.2370244815846	1.51718055157051	2.09143342217208	3.0224127335562	1.60838321196621	0.547225335752255	131
GK	9.73009972136377e-19	0.444871526014452	0.475	0.168	3.56131379901635e-14	216	0.349154361207998	0.703050134791632	1.00866484336938	1.46424463673973	3.34102111526854	1.1573754587408	0.60881282391382	455	22	0.447012800242703	0.620692101344523	0.758363434538138	0.941555363593189	1.87328444292206	0.823467748844856	0.32971344672256	131
GK5	2.40638634074184e-11	0.337034534085033	0.4	0.153	8.8076146457492e-07	182	0.281486063717081	0.635278476358961	0.970098945585037	1.4314382131363	2.94141249514132	1.09764651571157	0.597033742620643	455	20	0.459271515176396	0.632731660768008	0.901600753487743	1.18045833021314	1.54660279309575	0.912120825407571	0.335920470362765	131
GMFB	1.19173457747338e-09	0.292196231849069	0.409	0.16	4.36186772701031e-05	186	0.345402439014846	0.617211823423897	0.87686131705019	1.20534343565384	2.51842307311847	0.985414412204739	0.471719236888909	455	21	0.398151294673874	0.660477434118153	0.883955351231219	1.12432486493893	1.4236114024949	0.908461203215258	0.319010618956582	131
GPR84	3.51231103124648e-11	0.261656630168112	0.259	0.053	1.28554096054653e-06	118	0.331562759144625	0.550274895772055	0.79097766890297	1.30886576946695	3.02660503633725	0.990163761325596	0.565167997176739	455	7	0.607921511545942	0.675518681298766	0.731486310955894	1.12792017581646	1.38434752411412	0.904376151549489	0.312190442367736	131
HAVCR2	3.3802335909326e-18	0.498856783658793	0.73	0.412	1.23719929661724e-13	332	0.281486063717081	0.893846158508626	1.33277613091772	1.86697066532311	3.46560270911775	1.40441532342228	0.662169179281072	455	54	0.398151294673874	0.77280867529902	1.03074299762715	1.27554299682719	2.02394792501061	1.05007812708262	0.385341164019825	131
